logid,timestamp,workorderid_fk,productid_fk,machineid_fk,operatorid_fk,inputquantity,outputgoodquantity,outputdefectquantity,machinestatus,reworkflag,notes
3122,2025-04-08 13:21:28,WO-250329170000-644,FPC_ML4_MPI12,ETCH01,OP004,383,382,1,RUNNING,False,
3123,2025-04-10 16:34:54,WO-250329170000-644,FPC_ML4_MPI12,DRILL_LASER01,OP003,382,376,6,RUNNING,False,
3124,2025-04-12 20:16:55,WO-250329170000-644,FPC_ML4_MPI12,AOI_FPC01,OP005,376,348,28,RUNNING,False,
3125,2025-04-14 21:31:39,WO-250329170000-644,FPC_ML4_MPI12,TEST_E_FPC01,OP004,348,337,11,RUNNING,False,
3126,2025-04-05 02:56:35,WO-250330180000-927,FPC_SL_PI18,LAMINATE01,OP001,290,289,1,RUNNING,False,
3127,2025-04-05 12:08:27,WO-250330180000-927,FPC_SL_PI18,ETCH01,OP003,289,284,5,RUNNING,False,
3128,2025-04-05 22:27:15,WO-250330180000-927,FPC_SL_PI18,AOI_FPC01,OP001,284,282,2,RUNNING,False,
3129,2025-04-06 08:09:35,WO-250330180000-927,FPC_SL_PI18,TEST_E_FPC01,OP003,282,281,1,RUNNING,False,
3130,2025-04-05 11:15:41,WO-250331180000-493,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP001,325,320,5,RUNNING,False,
3131,2025-04-06 03:06:31,WO-250331180000-493,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP004,320,319,1,RUNNING,False,
3132,2025-04-06 18:43:56,WO-250331180000-493,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP002,319,311,8,RUNNING,False,
3133,2025-04-07 09:42:55,WO-250331180000-493,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP005,311,310,1,RUNNING,False,
3134,2025-04-07 07:36:17,WO-250331180000-244,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP001,323,321,2,RUNNING,False,
3135,2025-04-09 20:16:24,WO-250331180000-244,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP005,321,308,13,RUNNING,False,
3136,2025-04-12 03:16:42,WO-250331180000-244,MODULE_SENSOR_A,AOI_ASSY01,OP001,308,302,6,RUNNING,False,
3137,2025-04-14 03:04:31,WO-250331180000-244,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP002,302,295,7,RUNNING,False,
3138,2025-04-06 01:57:41,WO-250331180000-960,FPC_ML4_MPI12,LAMINATE01,OP002,284,273,11,RUNNING,False,
3139,2025-04-07 15:32:01,WO-250331180000-960,FPC_ML4_MPI12,ETCH01,OP003,273,267,6,RUNNING,False,
3140,2025-04-09 02:54:29,WO-250331180000-960,FPC_ML4_MPI12,DRILL_LASER01,OP005,267,262,5,RUNNING,False,
3141,2025-04-10 12:22:30,WO-250331180000-960,FPC_ML4_MPI12,AOI_FPC01,OP001,262,252,10,RUNNING,False,
3142,2025-04-11 19:12:45,WO-250331180000-960,FPC_ML4_MPI12,TEST_E_FPC01,OP002,252,244,8,RUNNING,False,
3143,2025-04-08 02:02:54,WO-250330180000-277,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP003,356,346,10,RUNNING,False,
3144,2025-04-10 18:29:13,WO-250330180000-277,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP001,346,344,2,RUNNING,False,
3145,2025-04-13 10:47:07,WO-250330180000-277,MODULE_SENSOR_A,AOI_ASSY01,OP001,344,343,1,RUNNING,False,
3146,2025-04-16 01:02:15,WO-250330180000-277,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP003,343,335,8,RUNNING,False,
3147,2025-04-08 07:30:34,WO-250330180000-380,FPC_ML4_MPI12,LAMINATE01,OP001,482,465,17,RUNNING,False,
3148,2025-04-10 21:05:35,WO-250330180000-380,FPC_ML4_MPI12,ETCH01,OP001,465,442,23,RUNNING,False,
3149,2025-04-13 07:58:49,WO-250330180000-380,FPC_ML4_MPI12,DRILL_LASER01,OP001,442,428,14,RUNNING,False,
3150,2025-04-15 17:32:58,WO-250330180000-380,FPC_ML4_MPI12,AOI_FPC01,OP005,428,399,29,RUNNING,False,
3151,2025-04-17 19:48:10,WO-250330180000-380,FPC_ML4_MPI12,TEST_E_FPC01,OP005,399,392,7,RUNNING,False,
3152,2025-04-10 13:51:59,WO-250402170000-882,FPC_SL_LCP9_HF,LAMINATE01,OP002,3364,3197,167,RUNNING,False,
3153,2025-04-14 14:21:27,WO-250402170000-882,FPC_SL_LCP9_HF,ETCH01,OP001,3197,3078,119,RUNNING,False,
3154,2025-04-18 07:46:34,WO-250402170000-882,FPC_SL_LCP9_HF,AOI_FPC01,OP002,3078,3018,60,RUNNING,False,
3155,2025-04-21 23:51:35,WO-250402170000-882,FPC_SL_LCP9_HF,TEST_E_FPC01,OP004,3018,2880,138,RUNNING,False,
3156,2025-04-06 10:03:05,WO-250331180000-763,FPC_SL_LCP9_HF,LAMINATE01,OP005,383,366,17,RUNNING,False,
3157,2025-04-06 23:18:00,WO-250331180000-763,FPC_SL_LCP9_HF,ETCH01,OP005,366,355,11,RUNNING,False,
3158,2025-04-07 15:11:56,WO-250331180000-763,FPC_SL_LCP9_HF,AOI_FPC01,OP002,355,338,17,RUNNING,False,
3159,2025-04-08 07:01:59,WO-250331180000-763,FPC_SL_LCP9_HF,TEST_E_FPC01,OP001,338,325,13,RUNNING,False,
3160,2025-04-07 08:29:08,WO-250402170000-394,FPC_SL_LCP9_HF,LAMINATE01,OP002,380,379,1,DOWN,False,
3161,2025-04-08 01:34:18,WO-250402170000-394,FPC_SL_LCP9_HF,ETCH01,OP005,379,378,1,RUNNING,False,
3162,2025-04-08 16:52:28,WO-250402170000-394,FPC_SL_LCP9_HF,AOI_FPC01,OP003,378,376,2,RUNNING,False,
3163,2025-04-09 06:28:40,WO-250402170000-394,FPC_SL_LCP9_HF,TEST_E_FPC01,OP005,376,365,11,RUNNING,False,
3164,2025-04-23 19:43:27,WO-250330180000-477,FPC_DL_PI35,LAMINATE01,OP005,8818,8580,238,RUNNING,False,
3165,2025-05-13 01:38:00,WO-250330180000-477,FPC_DL_PI35,ETCH01,OP005,8580,8216,364,RUNNING,False,
3166,2025-05-25 07:51:54,WO-250330180000-477,FPC_DL_PI35,DRILL_LASER01,OP005,8216,8199,17,RUNNING,False,
3167,2025-06-09 08:36:51,WO-250330180000-477,FPC_DL_PI35,AOI_FPC01,OP001,8199,7889,310,RUNNING,False,
3168,2025-06-24 03:24:48,WO-250330180000-477,FPC_DL_PI35,TEST_E_FPC01,OP003,7889,7684,205,RUNNING,False,
3169,2025-05-16 00:45:09,WO-250331180000-950,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP001,8775,8696,79,RUNNING,False,
3170,2025-07-03 05:46:20,WO-250331180000-950,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP005,8696,8644,52,RUNNING,False,
3171,2025-08-22 13:18:28,WO-250331180000-950,MODULE_SENSOR_A,AOI_ASSY01,OP005,8644,8379,265,RUNNING,False,
3172,2025-10-04 18:23:15,WO-250331180000-950,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP001,8379,8347,32,RUNNING,False,
3173,2025-04-07 19:00:10,WO-250401170000-126,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP003,169,168,1,RUNNING,False,
3174,2025-04-08 22:13:01,WO-250401170000-126,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP003,168,161,7,RUNNING,False,
3175,2025-04-10 03:15:45,WO-250401170000-126,MODULE_SENSOR_A,AOI_ASSY01,OP002,161,160,1,RUNNING,False,
3176,2025-04-11 09:18:55,WO-250401170000-126,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP002,160,155,5,RUNNING,False,
3177,2025-04-21 07:38:38,WO-250403170000-424,FPC_SL_LCP9_HF,LAMINATE01,OP004,7701,7627,74,RUNNING,False,
3178,2025-05-03 04:57:15,WO-250403170000-424,FPC_SL_LCP9_HF,ETCH01,OP001,7627,7430,197,RUNNING,False,
3179,2025-05-13 01:41:44,WO-250403170000-424,FPC_SL_LCP9_HF,AOI_FPC01,OP004,7430,7415,15,RUNNING,False,
3180,2025-05-22 02:46:39,WO-250403170000-424,FPC_SL_LCP9_HF,TEST_E_FPC01,OP005,7415,7167,248,RUNNING,False,
3181,2025-04-09 00:51:29,WO-250403170000-207,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP005,414,413,1,RUNNING,False,
3182,2025-04-10 06:21:39,WO-250403170000-207,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP004,413,412,1,RUNNING,False,
3183,2025-04-11 18:25:16,WO-250403170000-207,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP005,412,406,6,RUNNING,False,
3184,2025-04-13 00:19:26,WO-250403170000-207,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP001,406,405,1,RUNNING,False,
3185,2025-04-14 05:48:31,WO-250403170000-207,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP004,405,391,14,RUNNING,False,
3186,2025-04-08 03:31:18,WO-250403170000-320,FPC_SL_LCP9_HF,LAMINATE01,OP003,205,196,9,RUNNING,False,
3187,2025-04-08 11:52:40,WO-250403170000-320,FPC_SL_LCP9_HF,ETCH01,OP004,196,194,2,RUNNING,False,
3188,2025-04-08 20:00:25,WO-250403170000-320,FPC_SL_LCP9_HF,AOI_FPC01,OP005,194,182,12,RUNNING,False,
3189,2025-04-09 03:48:13,WO-250403170000-320,FPC_SL_LCP9_HF,TEST_E_FPC01,OP004,182,179,3,RUNNING,False,
3190,2025-04-09 09:33:29,WO-250402170000-876,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP005,285,276,9,RUNNING,False,
3191,2025-04-10 00:30:53,WO-250402170000-876,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP004,276,274,2,RUNNING,False,
3192,2025-04-10 15:47:38,WO-250402170000-876,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP003,274,273,1,RUNNING,False,
3193,2025-04-11 05:29:08,WO-250402170000-876,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP001,273,270,3,RUNNING,False,
3194,2025-04-20 17:19:39,WO-250402170000-201,FPC_ML4_MPI12,LAMINATE01,OP003,2947,2915,32,RUNNING,False,
3195,2025-05-02 12:30:44,WO-250402170000-201,FPC_ML4_MPI12,ETCH01,OP004,2915,2809,106,RUNNING,False,
3196,2025-05-14 14:58:29,WO-250402170000-201,FPC_ML4_MPI12,DRILL_LASER01,OP002,2809,2618,191,RUNNING,False,
3197,2025-05-24 15:20:41,WO-250402170000-201,FPC_ML4_MPI12,AOI_FPC01,OP001,2618,2497,121,RUNNING,False,
3198,2025-06-03 23:57:53,WO-250402170000-201,FPC_ML4_MPI12,TEST_E_FPC01,OP001,2497,2385,112,RUNNING,False,
3199,2025-04-11 12:37:56,WO-250405180000-728,FPC_ML4_MPI12,LAMINATE01,OP002,468,450,18,RUNNING,False,
3200,2025-04-13 12:38:00,WO-250405180000-728,FPC_ML4_MPI12,ETCH01,OP003,450,430,20,RUNNING,False,
3201,2025-04-15 22:09:52,WO-250405180000-728,FPC_ML4_MPI12,DRILL_LASER01,OP003,430,422,8,RUNNING,False,
3202,2025-04-18 09:08:57,WO-250405180000-728,FPC_ML4_MPI12,AOI_FPC01,OP001,422,421,1,RUNNING,False,
3203,2025-04-20 18:58:38,WO-250405180000-728,FPC_ML4_MPI12,TEST_E_FPC01,OP002,421,399,22,RUNNING,False,
3204,2025-04-10 05:38:30,WO-250402170000-977,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP002,211,204,7,RUNNING,False,
3205,2025-04-10 14:54:51,WO-250402170000-977,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP004,204,203,1,RUNNING,False,
3206,2025-04-10 23:55:30,WO-250402170000-977,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP002,203,199,4,RUNNING,False,
3207,2025-04-11 10:54:32,WO-250402170000-977,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP001,199,198,1,RUNNING,False,
3208,2025-04-10 03:55:52,WO-250402170000-584,FPC_SL_LCP9_HF,LAMINATE01,OP005,195,194,1,RUNNING,False,
3209,2025-04-10 11:21:53,WO-250402170000-584,FPC_SL_LCP9_HF,ETCH01,OP005,194,188,6,RUNNING,False,
3210,2025-04-10 18:50:53,WO-250402170000-584,FPC_SL_LCP9_HF,AOI_FPC01,OP003,188,182,6,RUNNING,False,
3211,2025-04-11 02:34:39,WO-250402170000-584,FPC_SL_LCP9_HF,TEST_E_FPC01,OP003,182,181,1,RUNNING,False,
3212,2025-04-10 18:51:48,WO-250405180000-717,ASSY01_FPC_SL_PI18,SMT_LINE1_PLACE,OP001,421,420,1,RUNNING,False,
3213,2025-04-11 12:50:42,WO-250405180000-717,ASSY01_FPC_SL_PI18,SMT_LINE1_REFLOW,OP001,420,419,1,RUNNING,False,
3214,2025-04-12 09:48:29,WO-250405180000-717,ASSY01_FPC_SL_PI18,AOI_ASSY01,OP001,419,397,22,RUNNING,False,
3215,2025-04-13 04:51:52,WO-250405180000-717,ASSY01_FPC_SL_PI18,TEST_FUNC_ASSY01,OP002,397,395,2,RUNNING,False,
3216,2025-04-10 02:11:18,WO-250406170000-339,FPC_SL_PI18,LAMINATE01,OP004,225,219,6,RUNNING,False,
3217,2025-04-10 10:02:18,WO-250406170000-339,FPC_SL_PI18,ETCH01,OP002,219,208,11,RUNNING,False,
3218,2025-04-10 16:51:25,WO-250406170000-339,FPC_SL_PI18,AOI_FPC01,OP005,208,204,4,RUNNING,False,
3219,2025-04-10 23:49:55,WO-250406170000-339,FPC_SL_PI18,TEST_E_FPC01,OP004,204,200,4,RUNNING,False,
3220,2025-04-10 00:37:05,WO-250406170000-103,FPC_DL_PI35,LAMINATE01,OP005,108,105,3,RUNNING,False,
3221,2025-04-10 07:17:52,WO-250406170000-103,FPC_DL_PI35,ETCH01,OP001,105,104,1,RUNNING,False,
3222,2025-04-10 13:32:04,WO-250406170000-103,FPC_DL_PI35,DRILL_LASER01,OP003,104,103,1,RUNNING,False,
3223,2025-04-10 18:32:29,WO-250406170000-103,FPC_DL_PI35,AOI_FPC01,OP001,103,99,4,RUNNING,False,
3224,2025-04-10 23:31:55,WO-250406170000-103,FPC_DL_PI35,TEST_E_FPC01,OP003,99,98,1,RUNNING,False,
3225,2025-04-16 15:17:11,WO-250403170000-865,FPC_DL_PI35,LAMINATE01,OP001,3638,3559,79,RUNNING,False,
3226,2025-04-23 19:21:29,WO-250403170000-865,FPC_DL_PI35,ETCH01,OP005,3559,3412,147,RUNNING,False,
3227,2025-04-30 05:27:50,WO-250403170000-865,FPC_DL_PI35,DRILL_LASER01,OP001,3412,3329,83,RUNNING,False,
3228,2025-05-06 17:25:13,WO-250403170000-865,FPC_DL_PI35,AOI_FPC01,OP005,3329,3284,45,RUNNING,False,
3229,2025-05-11 20:07:34,WO-250403170000-865,FPC_DL_PI35,TEST_E_FPC01,OP002,3284,3217,67,RUNNING,False,
3230,2025-04-24 11:32:30,WO-250405180000-511,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP002,2642,2561,81,RUNNING,False,
3231,2025-05-11 03:00:18,WO-250405180000-511,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP004,2561,2555,6,RUNNING,False,
3232,2025-05-25 14:05:46,WO-250405180000-511,MODULE_SENSOR_A,AOI_ASSY01,OP001,2555,2540,15,RUNNING,False,
3233,2025-06-09 20:58:05,WO-250405180000-511,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP001,2540,2474,66,RUNNING,False,
3234,2025-04-11 11:51:39,WO-250405180000-987,FPC_SL_LCP9_HF,LAMINATE01,OP004,486,475,11,RUNNING,False,
3235,2025-04-12 10:33:25,WO-250405180000-987,FPC_SL_LCP9_HF,ETCH01,OP002,475,469,6,RUNNING,False,
3236,2025-04-13 06:42:33,WO-250405180000-987,FPC_SL_LCP9_HF,AOI_FPC01,OP002,469,450,19,RUNNING,False,
3237,2025-04-14 00:28:15,WO-250405180000-987,FPC_SL_LCP9_HF,TEST_E_FPC01,OP003,450,446,4,RUNNING,False,
3238,2025-05-10 15:29:45,WO-250405180000-902,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP001,9229,8948,281,RUNNING,False,
3239,2025-06-04 20:21:31,WO-250405180000-902,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP002,8948,8930,18,RUNNING,False,
3240,2025-06-30 15:58:00,WO-250405180000-902,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP004,8930,8694,236,RUNNING,False,
3241,2025-07-23 22:43:22,WO-250405180000-902,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP002,8694,8487,207,RUNNING,False,
3242,2025-08-22 15:37:06,WO-250405180000-902,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP002,8487,8439,48,RUNNING,False,
3243,2025-04-12 09:28:07,WO-250405180000-218,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP005,490,489,1,RUNNING,False,
3244,2025-04-13 21:28:04,WO-250405180000-218,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP005,489,475,14,RUNNING,False,
3245,2025-04-15 16:22:33,WO-250405180000-218,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP002,475,473,2,RUNNING,False,
3246,2025-04-17 03:58:32,WO-250405180000-218,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP003,473,472,1,RUNNING,False,
3247,2025-04-18 14:26:57,WO-250405180000-218,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP005,472,471,1,RUNNING,False,
3248,2025-04-11 19:06:08,WO-250406170000-561,FPC_DL_PI35,LAMINATE01,OP005,408,390,18,RUNNING,False,
3249,2025-04-12 18:05:27,WO-250406170000-561,FPC_DL_PI35,ETCH01,OP005,390,377,13,RUNNING,False,
3250,2025-04-13 13:20:17,WO-250406170000-561,FPC_DL_PI35,DRILL_LASER01,OP005,377,369,8,RUNNING,False,
3251,2025-04-14 12:27:53,WO-250406170000-561,FPC_DL_PI35,AOI_FPC01,OP003,369,363,6,RUNNING,False,
3252,2025-04-15 09:02:50,WO-250406170000-561,FPC_DL_PI35,TEST_E_FPC01,OP001,363,353,10,RUNNING,False,
3253,2025-04-10 23:14:58,WO-250407180000-873,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP001,83,80,3,RUNNING,False,
3254,2025-04-11 05:54:20,WO-250407180000-873,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP001,80,79,1,RUNNING,False,
3255,2025-04-11 12:38:45,WO-250407180000-873,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP005,79,78,1,RUNNING,False,
3256,2025-04-11 19:43:43,WO-250407180000-873,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP005,78,77,1,RUNNING,False,
3257,2025-04-12 01:15:55,WO-250407180000-873,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP002,77,76,1,RUNNING,False,
3258,2025-04-12 00:15:49,WO-250407180000-583,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP005,185,180,5,RUNNING,False,
3259,2025-04-13 05:52:54,WO-250407180000-583,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP005,180,179,1,RUNNING,False,
3260,2025-04-14 11:28:38,WO-250407180000-583,MODULE_SENSOR_A,AOI_ASSY01,OP001,179,178,1,RUNNING,False,
3261,2025-04-15 13:14:52,WO-250407180000-583,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP003,178,177,1,RUNNING,False,
3262,2025-04-22 00:42:31,WO-250404170000-664,FPC_DL_PI35,LAMINATE01,OP002,5938,5871,67,RUNNING,False,
3263,2025-05-02 21:14:11,WO-250404170000-664,FPC_DL_PI35,ETCH01,OP004,5871,5637,234,RUNNING,False,
3264,2025-05-12 13:30:16,WO-250404170000-664,FPC_DL_PI35,DRILL_LASER01,OP005,5637,5491,146,RUNNING,False,
3265,2025-05-23 23:12:26,WO-250404170000-664,FPC_DL_PI35,AOI_FPC01,OP002,5491,5453,38,RUNNING,False,
3266,2025-06-02 21:37:00,WO-250404170000-664,FPC_DL_PI35,TEST_E_FPC01,OP002,5453,5345,108,RUNNING,False,
3267,2025-04-12 00:06:40,WO-250406170000-454,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP003,69,68,1,RUNNING,False,
3268,2025-04-12 05:13:41,WO-250406170000-454,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP005,68,67,1,RUNNING,False,
3269,2025-04-12 11:37:54,WO-250406170000-454,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP001,67,66,1,RUNNING,False,
3270,2025-04-12 17:39:05,WO-250406170000-454,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP001,66,63,3,RUNNING,False,
3271,2025-04-12 23:26:59,WO-250406170000-454,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP002,63,61,2,RUNNING,False,
3272,2025-04-12 21:15:16,WO-250406170000-468,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP005,311,297,14,RUNNING,False,
3273,2025-04-13 18:29:28,WO-250406170000-468,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP004,297,296,1,RUNNING,False,
3274,2025-04-14 17:50:20,WO-250406170000-468,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP004,296,295,1,RUNNING,False,
3275,2025-04-15 19:13:54,WO-250406170000-468,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP004,295,285,10,RUNNING,False,
3276,2025-04-16 17:05:39,WO-250406170000-468,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP002,285,284,1,RUNNING,False,
3277,2025-05-07 12:05:50,WO-250408180000-455,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP004,9323,8887,436,RUNNING,False,
3278,2025-06-02 16:25:06,WO-250408180000-455,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP002,8887,8869,18,RUNNING,False,
3279,2025-06-24 00:36:57,WO-250408180000-455,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP001,8869,8808,61,RUNNING,False,
3280,2025-07-15 22:16:46,WO-250408180000-455,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP002,8808,8562,246,RUNNING,False,
3281,2025-08-07 23:10:13,WO-250408180000-455,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP002,8562,8288,274,RUNNING,False,
3282,2025-04-13 12:56:17,WO-250407180000-427,FPC_DL_PI35,LAMINATE01,OP002,342,330,12,RUNNING,False,
3283,2025-04-14 07:14:35,WO-250407180000-427,FPC_DL_PI35,ETCH01,OP003,330,322,8,RUNNING,False,
3284,2025-04-15 03:37:06,WO-250407180000-427,FPC_DL_PI35,DRILL_LASER01,OP003,322,321,1,RUNNING,False,
3285,2025-04-15 19:20:49,WO-250407180000-427,FPC_DL_PI35,AOI_FPC01,OP002,321,318,3,RUNNING,False,
3286,2025-04-16 14:32:29,WO-250407180000-427,FPC_DL_PI35,TEST_E_FPC01,OP002,318,309,9,RUNNING,False,
3287,2025-04-13 02:04:25,WO-250407180000-344,MODULE_SENSOR_A,SMT_LINE1_PLACE,OP003,50,49,1,RUNNING,False,
3288,2025-04-13 09:59:45,WO-250407180000-344,MODULE_SENSOR_A,SMT_LINE1_REFLOW,OP005,49,47,2,RUNNING,False,
3289,2025-04-13 18:07:56,WO-250407180000-344,MODULE_SENSOR_A,AOI_ASSY01,OP004,47,46,1,RUNNING,False,
3290,2025-04-14 02:41:59,WO-250407180000-344,MODULE_SENSOR_A,TEST_FUNC_ASSY01,OP003,46,45,1,RUNNING,False,
3291,2025-04-13 05:32:13,WO-250408180000-529,FPC_ML4_MPI12,LAMINATE01,OP004,82,80,2,RUNNING,False,
3292,2025-04-13 15:43:30,WO-250408180000-529,FPC_ML4_MPI12,ETCH01,OP005,80,76,4,RUNNING,False,
3293,2025-04-14 01:37:28,WO-250408180000-529,FPC_ML4_MPI12,DRILL_LASER01,OP004,76,75,1,RUNNING,False,
3294,2025-04-14 10:31:35,WO-250408180000-529,FPC_ML4_MPI12,AOI_FPC01,OP003,75,69,6,RUNNING,False,
3295,2025-04-14 20:09:53,WO-250408180000-529,FPC_ML4_MPI12,TEST_E_FPC01,OP003,69,67,2,RUNNING,False,
3296,2025-05-02 15:44:11,WO-250409180000-793,ASSY02_FPC_ML4_MPI12,SMT_LINE1_PLACE,OP001,8482,8214,268,DOWN,False,
3297,2025-05-25 02:41:32,WO-250409180000-793,ASSY02_FPC_ML4_MPI12,BOND_ACF01,OP002,8214,8197,17,RUNNING,False,
3298,2025-06-13 14:36:54,WO-250409180000-793,ASSY02_FPC_ML4_MPI12,SMT_LINE1_REFLOW,OP001,8197,8180,17,RUNNING,False,
3299,2025-07-03 13:30:08,WO-250409180000-793,ASSY02_FPC_ML4_MPI12,AOI_ASSY01,OP002,8180,8154,26,RUNNING,False,
3300,2025-07-29 07:34:51,WO-250409180000-793,ASSY02_FPC_ML4_MPI12,TEST_FUNC_ASSY01,OP001,8154,8137,17,RUNNING,False,
3301,2025-04-13 05:00:38,WO-250409180000-128,FPC_SL_PI18,LAMINATE01,OP001,274,271,3,RUNNING,False,
3302,2025-04-13 13:56:28,WO-250409180000-128,FPC_SL_PI18,ETCH01,OP001,271,265,6,RUNNING,False,
3303,2025-04-13 22:26:24,WO-250409180000-128,FPC_SL_PI18,AOI_FPC01,OP004,265,260,5,RUNNING,False,
3304,2025-04-14 08:18:02,WO-250409180000-128,FPC_SL_PI18,TEST_E_FPC01,OP002,260,255,5,RUNNING,False,
3305,2025-04-13 17:34:12,WO-250409180000-265,FPC_DL_PI35,LAMINATE01,OP001,480,472,8,RUNNING,False,
3306,2025-04-14 19:45:17,WO-250409180000-265,FPC_DL_PI35,ETCH01,OP005,472,457,15,RUNNING,False,
3307,2025-04-15 23:28:28,WO-250409180000-265,FPC_DL_PI35,DRILL_LASER01,OP005,457,417,40,RUNNING,False,
3308,2025-04-16 22:26:35,WO-250409180000-265,FPC_DL_PI35,AOI_FPC01,OP002,417,408,9,RUNNING,False,
3309,2025-04-17 19:30:25,WO-250409180000-265,FPC_DL_PI35,TEST_E_FPC01,OP001,408,387,21,RUNNING,False,
3310,2025-04-14 23:12:58,WO-250406170000-381,FPC_DL_PI35,LAMINATE01,OP002,473,461,12,RUNNING,False,
3311,2025-04-16 02:33:51,WO-250406170000-381,FPC_DL_PI35,ETCH01,OP005,461,444,17,RUNNING,False,
3312,2025-04-17 04:42:21,WO-250406170000-381,FPC_DL_PI35,DRILL_LASER01,OP004,444,432,12,RUNNING,False,
3313,2025-04-18 01:11:25,WO-250406170000-381,FPC_DL_PI35,AOI_FPC01,OP005,432,409,23,RUNNING,False,
3314,2025-04-18 22:26:09,WO-250406170000-381,FPC_DL_PI35,TEST_E_FPC01,OP005,409,399,10,RUNNING,False,
3315,2025-04-17 16:17:29,WO-250406170000-808,FPC_SL_PI18,LAMINATE01,OP004,3440,3365,75,RUNNING,False,
3316,2025-04-22 05:17:23,WO-250406170000-808,FPC_SL_PI18,ETCH01,OP003,3365,3314,51,RUNNING,False,
3317,2025-04-25 05:34:18,WO-250406170000-808,FPC_SL_PI18,AOI_FPC01,OP003,3314,3190,124,RUNNING,False,
3318,2025-04-28 08:39:28,WO-250406170000-808,FPC_SL_PI18,TEST_E_FPC01,OP005,3190,3064,126,RUNNING,False,
