salesorderid,orderdate,requireddeliverydate,orderstatus,ordertotalamount,customerid,customername,salesorderlineid,productid,productname,producttype,targetyield,standardcycletime_seconds,quantityordered,lineunitprice,linetotalamount,linestatus
SO-20250406131755-481,2025-04-06,2025-05-13,Partially Shipped,11319.75,CUST001,Global Tech Solutions,737,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,473,5.75,2719.75,Partially_Shipped
SO-20250326163522-344,2025-03-26,2025-04-17,Partially Shipped,12774.25,CUST001,Global Tech Solutions,685,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,257,5.75,1477.75,Partially_Shipped
SO-20250326083001-388,2025-03-26,2025-04-27,Partially Shipped,213690.0,CUST001,Global Tech Solutions,683,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,8380,25.5,213690.0,Partially_Shipped
SO-20250327105908-552,2025-03-27,2025-04-09,Partially Shipped,4947.5,CUST003,AeroSpace Dynamics,686,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,377,2.5,942.5,Partially_Shipped
SO-20250403154637-534,2025-04-03,2025-04-25,Partially Shipped,1824.5,CUST003,AeroSpace Dynamics,727,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,205,8.9,1824.5,Partially_Shipped
SO-20250403094034-238,2025-04-03,2025-05-18,Partially Shipped,79095.9,CUST005,Automotive Innovations Ltd.,724,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,7701,8.9,68538.9,Partially_Shipped
SO-20250330154947-232,2025-03-30,2025-04-10,Partially Shipped,97633.2,CUST004,MediEquip Corp.,704,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,5273,8.9,46929.7,Partially_Shipped
SO-20250327145809-561,2025-03-27,2025-04-11,Partially Shipped,3023.5,CUST001,Global Tech Solutions,692,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,419,2.5,1047.5,Partially_Shipped
SO-20250327091119-210,2025-03-27,2025-04-14,Partially Shipped,5901.4,CUST002,Future Devices Inc.,690,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,456,5.75,2622.0,Partially_Shipped
SO-20250408162353-944,2025-04-08,2025-05-06,Partially Shipped,302327.9,CUST004,MediEquip Corp.,751,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,9323,25.5,237736.5,Partially_Shipped
SO-20250329133648-384,2025-03-29,2025-04-26,Partially Shipped,12980.8,CUST001,Global Tech Solutions,699,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,397,15.2,6034.4,Partially_Shipped
SO-20250330150138-400,2025-03-30,2025-05-12,Partially Shipped,8051.4,CUST004,MediEquip Corp.,707,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,290,2.5,725.0,Partially_Shipped
SO-20250331083115-559,2025-03-31,2025-04-11,Partially Shipped,22260.5,CUST002,Future Devices Inc.,715,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,284,15.2,4316.8,Partially_Shipped
SO-20250331083115-559,2025-03-31,2025-04-11,Partially Shipped,22260.5,CUST002,Future Devices Inc.,714,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,323,45.0,14535.0,Partially_Shipped
SO-20250328095320-902,2025-03-28,2025-05-04,Partially Shipped,44778.4,CUST003,AeroSpace Dynamics,693,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,213,25.5,5431.5,Partially_Shipped
SO-20250331140211-458,2025-03-31,2025-05-03,Partially Shipped,5036.25,CUST002,Future Devices Inc.,712,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,325,7.8,2535.0,Partially_Shipped
SO-20250407133225-807,2025-04-07,2025-05-22,Partially Shipped,4216.5,CUST003,AeroSpace Dynamics,747,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,50,45.0,2250.0,Partially_Shipped
SO-20250406110122-967,2025-04-06,2025-05-03,Partially Shipped,12036.0,CUST002,Future Devices Inc.,739,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,69,25.5,1759.5,Partially_Shipped
SO-20250405082810-914,2025-04-05,2025-05-18,Partially Shipped,130329.0,CUST001,Global Tech Solutions,731,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,486,8.9,4325.4,Partially_Shipped
SO-20250401133143-576,2025-04-01,2025-04-26,Partially Shipped,7605.0,CUST004,MediEquip Corp.,717,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,169,45.0,7605.0,Partially_Shipped
SO-20250330154947-232,2025-03-30,2025-04-10,Partially Shipped,97633.2,CUST004,MediEquip Corp.,705,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,8818,5.75,50703.5,Partially_Shipped
SO-20250407130305-894,2025-04-07,2025-05-05,Partially Shipped,254617.5,CUST003,AeroSpace Dynamics,748,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,9727,25.5,248038.5,Partially_Shipped
SO-20250406110122-967,2025-04-06,2025-05-03,Partially Shipped,12036.0,CUST002,Future Devices Inc.,740,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,311,25.5,7930.5,Partially_Shipped
SO-20250406131755-481,2025-04-06,2025-05-13,Partially Shipped,11319.75,CUST001,Global Tech Solutions,738,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,3440,2.5,8600.0,Partially_Shipped
SO-20250407133225-807,2025-04-07,2025-05-22,Partially Shipped,4216.5,CUST003,AeroSpace Dynamics,746,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,342,5.75,1966.5,Partially_Shipped
SO-20250407095909-638,2025-04-07,2025-05-05,Partially Shipped,206632.5,CUST002,Future Devices Inc.,743,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,9082,15.2,138046.4,Partially_Shipped
SO-20250403094034-238,2025-04-03,2025-05-18,Partially Shipped,79095.9,CUST005,Automotive Innovations Ltd.,725,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,414,25.5,10557.0,Partially_Shipped
SO-20250402113037-398,2025-04-02,2025-04-12,Partially Shipped,74734.0,CUST004,MediEquip Corp.,722,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,2947,15.2,44794.4,Partially_Shipped
SO-20250412094308-107,2025-04-12,2025-05-18,Partially Shipped,4361.0,CUST003,AeroSpace Dynamics,775,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,490,8.9,4361.0,Partially_Shipped
SO-20250417080230-744,2025-04-17,2025-05-14,Partially Shipped,78208.6,CUST003,AeroSpace Dynamics,796,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,403,15.2,6125.6,Partially_Shipped
SO-20250418112820-825,2025-04-18,2025-05-19,Partially Shipped,166711.6,CUST001,Global Tech Solutions,810,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,178,15.2,2705.6,Partially_Shipped
SO-20250409154131-234,2025-04-09,2025-04-22,Partially Shipped,26566.7,CUST003,AeroSpace Dynamics,759,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,479,45.0,21555.0,Partially_Shipped
SO-20250418160859-292,2025-04-18,2025-05-16,Partially Shipped,9643.5,CUST005,Automotive Innovations Ltd.,804,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,1040,8.9,9256.0,Partially_Shipped
SO-20250420165020-100,2025-04-20,2025-06-01,Partially Shipped,226574.6,CUST001,Global Tech Solutions,817,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,4462,25.5,113781.0,Partially_Shipped
SO-20250418093004-880,2025-04-18,2025-04-29,Partially Shipped,48385.2,CUST003,AeroSpace Dynamics,801,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,363,15.2,5517.6,Partially_Shipped
SO-20250413165720-254,2025-04-13,2025-05-11,Partially Shipped,21704.1,CUST002,Future Devices Inc.,778,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,489,25.5,12469.5,Partially_Shipped
SO-20250418163951-931,2025-04-18,2025-05-03,Partially Shipped,14712.1,CUST005,Automotive Innovations Ltd.,805,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,263,15.2,3997.6,Partially_Shipped
SO-20250407095909-638,2025-04-07,2025-05-05,Partially Shipped,206632.5,CUST002,Future Devices Inc.,742,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,83,25.5,2116.5,Partially_Shipped
SO-20250414115823-501,2025-04-14,2025-05-16,Partially Shipped,30602.5,CUST004,MediEquip Corp.,782,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,2882,2.5,7205.0,Partially_Shipped
SO-20250413123817-715,2025-04-13,2025-05-08,Partially Shipped,199890.0,CUST002,Future Devices Inc.,781,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,4442,45.0,199890.0,Partially_Shipped
SO-20250412102720-819,2025-04-12,2025-05-18,Partially Shipped,25888.15,CUST002,Future Devices Inc.,773,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,351,8.9,3123.9,Partially_Shipped
SO-20250418163951-931,2025-04-18,2025-05-03,Partially Shipped,14712.1,CUST005,Automotive Innovations Ltd.,807,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,3381,2.5,8452.5,Partially_Shipped
SO-20250408131513-598,2025-04-08,2025-05-17,Partially Shipped,1246.4,CUST003,AeroSpace Dynamics,753,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,82,15.2,1246.4,Partially_Shipped
SO-20250409131547-812,2025-04-09,2025-04-20,Partially Shipped,218821.75,CUST001,Global Tech Solutions,757,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,274,2.5,685.0,Partially_Shipped
SO-20250409131547-812,2025-04-09,2025-04-20,Partially Shipped,218821.75,CUST001,Global Tech Solutions,756,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,8482,25.5,216291.0,Partially_Shipped
SO-20250409154131-234,2025-04-09,2025-04-22,Partially Shipped,26566.7,CUST003,AeroSpace Dynamics,761,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,480,5.75,2760.0,Partially_Shipped
SO-20250420103103-711,2025-04-20,2025-05-21,Partially Shipped,2723.4,CUST001,Global Tech Solutions,814,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,306,8.9,2723.4,Partially_Shipped
SO-20250416111820-469,2025-04-16,2025-05-27,Partially Shipped,7608.05,CUST001,Global Tech Solutions,791,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,405,15.2,6156.0,Partially_Shipped
SO-20250412102720-819,2025-04-12,2025-05-18,Partially Shipped,25888.15,CUST002,Future Devices Inc.,774,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,3959,5.75,22764.25,Partially_Shipped
SO-20250413112424-579,2025-04-13,2025-04-29,Partially Shipped,8187.6,CUST005,Automotive Innovations Ltd.,777,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,430,7.8,3354.0,Partially_Shipped
SO-20250408120041-523,2025-04-08,2025-05-02,Partially Shipped,48670.2,CUST005,Automotive Innovations Ltd.,754,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,417,7.8,3252.6,Partially_Shipped
SO-20250410151739-817,2025-04-10,2025-05-09,Partially Shipped,8530.7,CUST003,AeroSpace Dynamics,763,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,463,8.9,4120.7,Partially_Shipped
SO-20250408162353-944,2025-04-08,2025-05-06,Partially Shipped,302327.9,CUST004,MediEquip Corp.,752,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,274,15.2,4164.8,Partially_Shipped
SO-20250409131547-812,2025-04-09,2025-04-20,Partially Shipped,218821.75,CUST001,Global Tech Solutions,758,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,321,5.75,1845.75,Partially_Shipped
SO-20250417145546-474,2025-04-17,2025-05-17,Partially Shipped,1005.7,CUST003,AeroSpace Dynamics,799,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,113,8.9,1005.7,Partially_Shipped
SO-20250413165720-254,2025-04-13,2025-05-11,Partially Shipped,21704.1,CUST002,Future Devices Inc.,780,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,322,8.9,2865.8,Partially_Shipped
SO-20250410131246-687,2025-04-10,2025-04-29,Partially Shipped,15456.0,CUST003,AeroSpace Dynamics,764,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,2688,5.75,15456.0,Partially_Shipped
SO-20250410083302-310,2025-04-10,2025-05-07,Partially Shipped,37377.5,CUST002,Future Devices Inc.,768,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,441,45.0,19845.0,Partially_Shipped
SO-20250411102947-862,2025-04-11,2025-05-13,Partially Shipped,54326.75,CUST001,Global Tech Solutions,770,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,8745,5.75,50283.75,Partially_Shipped
SO-20250409154131-234,2025-04-09,2025-04-22,Partially Shipped,26566.7,CUST003,AeroSpace Dynamics,760,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,253,8.9,2251.7,Partially_Shipped
SO-20250408120041-523,2025-04-08,2025-05-02,Partially Shipped,48670.2,CUST005,Automotive Innovations Ltd.,755,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,2988,15.2,45417.6,Partially_Shipped
SO-20250415114020-756,2025-04-15,2025-05-29,Partially Shipped,4797.2,CUST005,Automotive Innovations Ltd.,789,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,55,8.9,489.5,Partially_Shipped
SO-20250415114020-756,2025-04-15,2025-05-29,Partially Shipped,4797.2,CUST005,Automotive Innovations Ltd.,790,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,53,25.5,1351.5,Partially_Shipped
SO-20250416111820-469,2025-04-16,2025-05-27,Partially Shipped,7608.05,CUST001,Global Tech Solutions,792,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,66,7.8,514.8,Partially_Shipped
SO-20250416083446-572,2025-04-16,2025-05-12,Partially Shipped,19152.0,CUST004,MediEquip Corp.,794,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,1260,15.2,19152.0,Partially_Shipped
SO-20250411102947-862,2025-04-11,2025-05-13,Partially Shipped,54326.75,CUST001,Global Tech Solutions,772,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,115,15.2,1748.0,Partially_Shipped
SO-20250408162353-944,2025-04-08,2025-05-06,Partially Shipped,302327.9,CUST004,MediEquip Corp.,750,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,7747,7.8,60426.6,Partially_Shipped
SO-20250415114020-756,2025-04-15,2025-05-29,Partially Shipped,4797.2,CUST005,Automotive Innovations Ltd.,788,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,379,7.8,2956.2,Partially_Shipped
SO-20250413165720-254,2025-04-13,2025-05-11,Partially Shipped,21704.1,CUST002,Future Devices Inc.,779,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,419,15.2,6368.8,Partially_Shipped
SO-20250417120419-477,2025-04-17,2025-04-27,Partially Shipped,88540.0,CUST004,MediEquip Corp.,795,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,5825,15.2,88540.0,Partially_Shipped
SO-20250419121118-490,2025-04-19,2025-04-30,Partially Shipped,8070.7,CUST004,MediEquip Corp.,813,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,336,8.9,2990.4,Partially_Shipped
SO-20250410083302-310,2025-04-10,2025-05-07,Partially Shipped,37377.5,CUST002,Future Devices Inc.,767,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,299,2.5,747.5,Partially_Shipped
SO-20250410140329-247,2025-04-10,2025-04-29,Partially Shipped,10302.0,CUST002,Future Devices Inc.,765,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,404,25.5,10302.0,Partially_Shipped
SO-20250414113517-571,2025-04-14,2025-05-04,Partially Shipped,242607.0,CUST005,Automotive Innovations Ltd.,785,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,9514,25.5,242607.0,Partially_Shipped
SO-20250418093004-880,2025-04-18,2025-04-29,Partially Shipped,48385.2,CUST003,AeroSpace Dynamics,800,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,2694,15.2,40948.8,Partially_Shipped
SO-20250418112820-825,2025-04-18,2025-05-19,Partially Shipped,166711.6,CUST001,Global Tech Solutions,809,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,4180,15.2,63536.0,Partially_Shipped
SO-20250417080230-744,2025-04-17,2025-05-14,Partially Shipped,78208.6,CUST003,AeroSpace Dynamics,797,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,2796,25.5,71298.0,Partially_Shipped
SO-20250414115823-501,2025-04-14,2025-05-16,Partially Shipped,30602.5,CUST004,MediEquip Corp.,783,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,330,2.5,825.0,Partially_Shipped
SO-20250410083302-310,2025-04-10,2025-05-07,Partially Shipped,37377.5,CUST002,Future Devices Inc.,766,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,373,45.0,16785.0,Partially_Shipped
SO-20250413112424-579,2025-04-13,2025-04-29,Partially Shipped,8187.6,CUST005,Automotive Innovations Ltd.,776,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,318,15.2,4833.6,Partially_Shipped
SO-20250410151739-817,2025-04-10,2025-05-09,Partially Shipped,8530.7,CUST003,AeroSpace Dynamics,762,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,98,45.0,4410.0,Partially_Shipped
SO-20250414115823-501,2025-04-14,2025-05-16,Partially Shipped,30602.5,CUST004,MediEquip Corp.,784,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,9029,2.5,22572.5,Partially_Shipped
SO-20250418163951-931,2025-04-18,2025-05-03,Partially Shipped,14712.1,CUST005,Automotive Innovations Ltd.,806,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,290,7.8,2262.0,Partially_Shipped
SO-20250418160859-292,2025-04-18,2025-05-16,Partially Shipped,9643.5,CUST005,Automotive Innovations Ltd.,803,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,155,2.5,387.5,Partially_Shipped
SO-20250418112820-825,2025-04-18,2025-05-19,Partially Shipped,166711.6,CUST001,Global Tech Solutions,808,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,3940,25.5,100470.0,Partially_Shipped
SO-20250420165020-100,2025-04-20,2025-06-01,Partially Shipped,226574.6,CUST001,Global Tech Solutions,816,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,7393,15.2,112373.6,Partially_Shipped
SO-20250411102947-862,2025-04-11,2025-05-13,Partially Shipped,54326.75,CUST001,Global Tech Solutions,771,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,51,45.0,2295.0,Partially_Shipped
SO-20250411155758-737,2025-04-11,2025-05-12,Partially Shipped,1092.0,CUST001,Global Tech Solutions,769,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,140,7.8,1092.0,Partially_Shipped
SO-20250419121118-490,2025-04-19,2025-04-30,Partially Shipped,8070.7,CUST004,MediEquip Corp.,811,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,411,7.8,3205.8,Partially_Shipped
SO-20250419121118-490,2025-04-19,2025-04-30,Partially Shipped,8070.7,CUST004,MediEquip Corp.,812,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,326,5.75,1874.5,Partially_Shipped
SO-20250414125830-724,2025-04-14,2025-05-15,Partially Shipped,51253.8,CUST005,Automotive Innovations Ltd.,786,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,6571,7.8,51253.8,Partially_Shipped
SO-20250418093004-880,2025-04-18,2025-04-29,Partially Shipped,48385.2,CUST003,AeroSpace Dynamics,802,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,246,7.8,1918.8,Partially_Shipped
SO-20250421140656-152,2025-04-21,2025-05-02,Partially Shipped,722.5,CUST005,Automotive Innovations Ltd.,819,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,133,2.5,332.5,Partially_Shipped
SO-20250420165020-100,2025-04-20,2025-06-01,Partially Shipped,226574.6,CUST001,Global Tech Solutions,815,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,168,2.5,420.0,Partially_Shipped
SO-20250415095720-719,2025-04-15,2025-05-16,Partially Shipped,47047.5,CUST004,MediEquip Corp.,787,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,1845,25.5,47047.5,Partially_Shipped
SO-20250416111820-469,2025-04-16,2025-05-27,Partially Shipped,7608.05,CUST001,Global Tech Solutions,793,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,163,5.75,937.25,Partially_Shipped
SO-20250423163516-416,2025-04-23,2025-05-26,Partially Shipped,391.0,CUST005,Automotive Innovations Ltd.,830,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,68,5.75,391.0,Partially_Shipped
SO-20250427122358-131,2025-04-27,2025-06-10,Partially Shipped,36948.6,CUST002,Future Devices Inc.,843,ASSY01_FPC_SL_PI18,Assembled FPC SL PI18 with SMT 01005,Assembled_FPC,0.992,180,182,7.8,1419.6,Partially_Shipped
SO-20250503104148-644,2025-05-03,2025-06-05,Partially Shipped,159591.4,CUST005,Automotive Innovations Ltd.,875,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,9668,15.2,146953.6,Partially_Shipped
SO-20250501083555-869,2025-05-01,2025-06-05,Partially Shipped,707.25,CUST005,Automotive Innovations Ltd.,865,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,123,5.75,707.25,Partially_Shipped
SO-20250427155706-967,2025-04-27,2025-06-06,Partially Shipped,132485.0,CUST002,Future Devices Inc.,846,MODULE_SENSOR_A,Sensor Module with FPC_DL_PI35 & Housing,Module,0.995,600,210,45.0,9450.0,Partially_Shipped
SO-20250423160054-344,2025-04-23,2025-06-04,Partially Shipped,9177.4,CUST004,MediEquip Corp.,828,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,216,15.2,3283.2,Partially_Shipped
SO-20250502083149-522,2025-05-02,2025-05-18,Partially Shipped,90080.8,CUST003,AeroSpace Dynamics,872,FPC_DL_PI35,FPC Double Layer Polyimide 35um Cu,FPC,0.978,200,7397,5.75,42532.75,Partially_Shipped
SO-20250502083149-522,2025-05-02,2025-05-18,Partially Shipped,90080.8,CUST003,AeroSpace Dynamics,873,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,3009,15.2,45736.8,Partially_Shipped
SO-20250423160054-344,2025-04-23,2025-06-04,Partially Shipped,9177.4,CUST004,MediEquip Corp.,827,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,406,2.5,1015.0,Partially_Shipped
SO-20250417080230-744,2025-04-17,2025-05-14,Partially Shipped,78208.6,CUST003,AeroSpace Dynamics,798,FPC_SL_PI18,FPC Single Layer Polyimide 18um Cu,FPC,0.985,120,314,2.5,785.0,Partially_Shipped
SO-20250426153721-303,2025-04-26,2025-05-17,Partially Shipped,54313.25,CUST003,AeroSpace Dynamics,840,ASSY02_FPC_ML4_MPI12,Assembled FPC ML4 MPI12 with Fine Pitch IC (ACF),Assembled_FPC,0.988,300,195,25.5,4972.5,Partially_Shipped
SO-20250430115745-971,2025-04-30,2025-06-08,Partially Shipped,151778.9,CUST003,AeroSpace Dynamics,863,FPC_ML4_MPI12,"FPC Multi-Layer (4L) Mod-PI 12um Cu, HDI",FPC,0.965,450,8085,15.2,122892.0,Partially_Shipped
SO-20250503094252-779,2025-05-03,2025-06-10,Partially Shipped,48923.3,CUST005,Automotive Innovations Ltd.,879,FPC_SL_LCP9_HF,"FPC Single Layer LCP 9um Cu, High-Freq",FPC,0.98,150,5497,8.9,48923.3,Partially_Shipped
